Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652256,7231963318,7084399840,7841603154,8410724421,7650125575,9406097455,10440842286,11399942817,12983235117,14656917900,15781579950,17788657184,19393672244,18317089481,19290566570,18702820735,20776536920,21917565500,23965280312,27211228609,30231236682,34113093454,39136507937,37733655166,41337958252,47654841113,50388460925,53851153447,58728232327
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216238.9,185849532.9,194949510,175757891.6,194774510.5,213235288.1,228705875.9,250176463.6,229750000,249300000,267800000,282050000,285380965.3,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357116.9,482000000,489333333.3,437631610.8,453488352,504651117.2,354591840,413799990,379779379.1,396582263.3,336708410.3,368281383.4,442273443.5,540874922.3,621626785.9,705406032.1,749138004.4,717530696.6,694754984,712667925.3,696281468.8,722460911.8,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3228372888
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.10862E+12,1.17318E+12,1.26691E+12,1.36342E+12,1.48592E+12,1.61316E+12,1.76863E+12,1.89624E+12,2.05411E+12,2.25377E+12,2.47579E+12,2.74816E+12,3.18705E+12,3.8554E+12,4.35621E+12,4.85852E+12,5.29483E+12,5.99614E+12,7.21179E+12,8.32438E+12,9.30998E+12,9.45886E+12,9.38222E+12,9.70359E+12,1.00617E+13,1.05806E+13,1.28308E+13,1.48171E+13,1.66976E+13,1.74146E+13,1.9588E+13,2.07144E+13,2.22245E+13,2.23961E+13,2.39267E+13,2.63704E+13,2.65891E+13,2.6236E+13,2.6178E+13,2.7381E+13,2.80095E+13,2.77972E+13,2.8801E+13,3.23505E+13,3.61813E+13,3.84419E+13,4.08368E+13,4.49637E+13,4.81732E+13,4.4845E+13,4.73856E+13,5.13252E+13,5.15846E+13,5.22426E+13,5.29067E+13
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320799755,1530754831,1724850874,1975045362,2274710605,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.81569E+11,1.93535E+11,2.11597E+11,2.19279E+11,2.14048E+11,2.28639E+11,2.48514E+11,2.62629E+11,2.75743E+11,2.90896E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335649984,356200000,387750016,410200000,457000000,508650000,549950016,598099984,646800016,668000032,723000000,731000000,802999968,912499968,1034500000,1124000000,1347999936,1669499968,1929499968,2251499968,2566000032,2819500000,2903500032,3076999968,3319000000,3639499936,3808500032,4152499968,3970386396,3563448320,3048896181,3068462060,3419474979,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105529647,7566517572,7776459964,8140294080,8772197585,9672006169,10841742348,12275491273,13789720387,14587485644,15839344592,17710325578,18528591646,18496448466,19385309986
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,14507143201,15370832864,16200561995,17442564027,19062661062,21407921094,23194153990,24097890715,24717453510,26692740659,28470669250,30246717481,32669149692,39091855378,47490782522,54793380578,59998144293,69119447782,79104666217,89967960212,97235672943,98919281005,97730173963,94848819711,98531789616,1.04105E+11,1.19526E+11,1.33412E+11,1.31058E+11,1.25648E+11,1.27576E+11,1.31208E+11,1.20474E+11,1.1984E+11,1.10541E+11,1.26539E+11,1.32617E+11,1.38985E+11,1.42957E+11,1.42194E+11,1.54693E+11,1.46711E+11,1.58857E+11,1.81173E+11,2.07864E+11,2.4036E+11,2.8797E+11,3.44168E+11,4.14723E+11,4.173E+11,4.61268E+11,5.1445E+11,5.51581E+11,5.9806E+11,6.32555E+11
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50436294495,60082020692,70452887538,62636688809,59665514733,62236755927,56485308446,57868674298,57222574023
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473562850,2257129874,1878253818,2167569095,2813320255,2907455213,3338887326,3723903724,4153725967,3953839594,3596448035,3472194099,2960306121,3537721020,4310356253,4757289752,5885321656,6548531998,6584642675,6622540159,7516829496,7890215896,8452726177,8713031260
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34559392151,38514171471,39900742710,42925508499,46166297228,46448783682,47070176267,48548470549,48965869807,47110416254,53533393255,67366285759,84738408725,1.03157E+11,1.1189E+11,1.14238E+11,1.3858E+11,1.56579E+11,1.2936E+11,1.29583E+11,1.3944E+11,1.26825E+11,1.33424E+11,1.37104E+11
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5980840377,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206038,92473878831,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01455E+11,1.14426E+11,1.28168E+11,1.39116E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445548017,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.10479E+11,8.88538E+11
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,4062367148,,,,,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,1.01271E+11,1.002E+11,1.04518E+11,1.23618E+11,1.39709E+11,1.55674E+11,1.89594E+11,1.96883E+11,2.04234E+11,2.2209E+11,2.15878E+11,2.36589E+11,2.53352E+11,2.83927E+11,3.01791E+11,3.01234E+11,3.26608E+11,2.74842E+11,2.93262E+11,2.84194E+11,3.33014E+11,3.666E+11,3.99787E+11,4.2316E+11,4.28741E+11,4.66867E+11,4.76609E+11,4.93954E+11,5.23969E+11,6.18356E+11,7.21586E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.83581E+12,1.83178E+12,1.8618E+12,2.0669E+12
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4391608392,5093139134,6311762392,7473663901,7888970724,9474390244,9444381545,11237120484,14633343401,18301096067,21726169283,20649511979,21453275207,20745326417,20086563087,21248771550,28685883849,33886704120,37735212957,39199240987,49256350137,49737736088,55862655768,52365158739,57040636042,69070833333,75695942540,82654608405,89810362229,98541551247,99317578773,1.08455E+11,1.27215E+11,1.63476E+11,1.93035E+11,2.10363E+11,2.30535E+11,2.69297E+11,2.73722E+11,2.33557E+11,2.18448E+11,2.37757E+11,2.21966E+11,2.32077E+11,2.45921E+11
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,6154739684,6706096865,7425389720,8447898397,9482344577,10588052396,13203457893,16346614632,25789290847,44331002246,48942018414,63626810884,74816947679,73033383220,86168280195,90041228619,97085719575,1.21527E+11,1.47223E+11,1.53067E+11,1.70673E+11,1.98775E+11,1.27852E+11,1.16306E+11,1.14003E+11,1.16035E+11,,,60088309491,67128216023,90829495171,1.10573E+11,1.05299E+11,1.02662E+11,1.04656E+11,1.01287E+11,1.15438E+11,1.16421E+11,1.3541E+11,1.63227E+11,1.92015E+11,2.42515E+11,3.0749E+11,3.55988E+11,3.62661E+11,4.22568E+11,5.76566E+11,5.57935E+11,4.93798E+11,4.15339E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1683918719,1831479776,1954399444,1978199433,2340239278,,,,2896947553,3008120890,3281713714,3865346425,4113848126,5134367439,11516762224,13458516307,17754825000,19838130043,23762274847,37816456559,53405687321,38424990233,42595309883,40595050556,46808830823,48291501319,47134059695,56617489123,62511498417,65650230470,1.79911E+11,,,,,,,,,,,,,,36627901762,49954890353,65140295167,88840049181,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11,2.32497E+11,2.20506E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,532727272.7,677954545.5,849195558.6,1167646732,1532466233,1422966818,1688587583,2233770805,2540555494,2886046512,3420085043,3532930982,3243282192,2797571127,2897187769,3018165304,4035232409,5583426411,6176444878,5737417122,6542685961,6988721327,7161929868,6289671199,6462503074,7205069584,7526269173,7620750787,8489958187,8951369525,8947860486,8147162010,9184959476,11324394791,13736980298,16798498612,17101040182,21446741082,17599578842,12823815255,13261004010,14688160822,14232533848,15394553338,17071004499
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2887222222,3487222222,2596551724,2992333333,3405333333,3663333333,3980000000,3921123472,3959142857,4568000000,5372285714,5573095238,7173788220,9242138890,12567673818,12336889618,12475900878,13776267292,13618844420,17511335726,21780968681,23196332651,24572711913,27435501517,26042766959,24122661063,29701444186,35476344185,43892480159,44599772690,52490325526,59170288118,65771216153,65925582469,74669718265,99319560011,1.09161E+11,1.13365E+11,1.14993E+11,1.16277E+11,1.31451E+11,1.29597E+11,1.19876E+11,1.25467E+11,1.34021E+11,1.41222E+11,1.52231E+11,1.76675E+11,2.13919E+11,2.06477E+11,2.3291E+11,2.58408E+11,2.57205E+11,2.90551E+11,3.04226E+11
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13063E+11,1.24306E+11,1.44834E+11,1.74977E+11,1.98979E+11,2.27028E+11,2.24058E+11,2.5684E+11,3.14133E+11,3.92522E+11,4.75856E+11,4.29439E+11,4.26018E+11,4.41742E+11,4.36602E+11,4.5089E+11,6.38507E+11,8.03348E+11,8.88992E+11,9.25935E+11,1.17776E+12,1.24256E+12,1.31629E+12,1.06183E+12,1.09599E+12,1.17121E+12,1.30941E+12,1.23951E+12,1.26679E+12,1.24906E+12,1.14221E+12,1.16278E+12,1.26704E+12,1.57033E+12,1.79913E+12,1.85351E+12,1.94353E+12,2.20409E+12,2.39188E+12,2.18624E+12,2.12675E+12,2.27809E+12,2.07522E+12,2.13695E+12,2.14434E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699064351,748043469.4,777727656.2,826706634.6,897948963.1,972159570.3,1096759515,1148014343,1083839094,1191239519,1404720408,1539862371,1875146612,1905861121,2375122427,2860442813,2966042921,3249733211,2644527896,2425064202,2679379387,2979027983,3293496330,3619262277,2373564489,2100239023,2754549688,3287007226,3828342820,4404938022,4592208208,4106205951,3535452385,4891215396,4938132519,5813471982,6527302709,7472532257,8742153397,8830909008,9008629730,9104515931,9718989516,9430236066,10173234920,11239260832,11927661730,12795560771,13707629041,12125023181,13230844040,14433926129,14794802081,14362262585,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708822440,2096778602,2602535787,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928704,4344467193,5311188436,5606237993,6237650241,6727446632,6928359238,7244402962,7910621157,8147494358,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110615283,21972870921,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.09071E+11,2.36155E+11,3.12738E+11,4.24891E+11,4.71643E+11,5.12861E+11,5.76406E+11,7.09405E+11,9.96742E+11,1.03745E+12,1.08699E+12,1.20147E+12,1.11684E+12,1.21811E+12,1.29461E+12,1.38453E+12,2.05106E+12,2.48524E+12,3.01539E+12,3.01705E+12,3.1037E+12,3.5368E+12,3.85279E+12,4.41496E+12,4.85035E+12,5.33393E+12,4.70619E+12,4.32428E+12,3.91457E+12,4.4326E+12,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49539E+12,5.90563E+12,5.95448E+12,4.91956E+12,4.60146E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.88049E+11,2.03517E+11,2.31876E+11,2.12248E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791261028.4,792955032.3,868106539.4,926584160.5,998753741.5,997913732.5,1164513153,1232552605,1353287880,1458371250,1603438379,1778381330,2107267356,2502136630,2973313898,3259341976,3474561079,4494357586,5303723446,6234398619,7265303092,6854490191,6431594078,5979205950,6191426332,6135040561,7239145307,7970816494,8355380879,8283101227,8572346693,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,54930813988,60936509778
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7404412710
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873267.5,718401145.9,969911437.9,505549460.3,702899173.5,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435219,3441205624,3506695723,3443413332,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274513161,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16709432403
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797320.45,49724294.95,48613287.09,56200248.57,57610600.44,67866421.47,69152441.74,67097374.04,70596129.03,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104670768.1,123005089.6,135046910.3,127126362.9,150436703.5,172260277.6,174984282.2,168944505.2,166762323.6
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,29888888.36,34259258.65,39888888.18,47999999.15,56555554.56,59925924.87,59666665.61,70037035.8,77999998.62,94148146.49,108185183.3,126666664.4,143259256.7,159200367.6,164574441.5,181815552.3,198341107.6,221740736.8,230740736.7,245555551.2,275089909.1,287324365.9,305008717.2,420086426.4,460467993.8,480825573.9,463418870.6,501150880,543169963,636071000,684148703.7,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,774074074.1,833333333.3
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41038E+12
Kosovo,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736506989,4078158324,4833561456,5687488209,5653792720,5829933775,6695996664,6500321213,7073021774,7273849012
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097199102,2391198977,2441598955,2662798860,2769198815,2873638770,3880392195,4450537925,5408804607,13006948740,12022811621,13132252353,14137407234,15503558060,24749063922,28638869415,25058021237,21577153356,20871081796,21700083486,21445970614,17903989745,22368703331,20690321411,24313856481,18427778418,11009955360,19858555892,23941392183,24848484675,27191688097,31492936826,30350432859,25946185726,30120888929,37718011410,34890773880,38138801479,47875837320,59440511982,80797945205,1.01559E+11,1.14635E+11,1.4738E+11,1.05905E+11,1.15416E+11,1.54035E+11,1.74045E+11,1.75827E+11,
Latin America & Caribbean (developing only),LAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08733E+11,6.45493E+11,8.05699E+11,8.91599E+11,9.02298E+11,9.47955E+11,1.14941E+12,1.34707E+12,1.42469E+12,1.55623E+12,1.69688E+12,1.69691E+12,1.4885E+12,1.67085E+12,1.62164E+12,1.60086E+12,1.62878E+12,1.84397E+12,2.2334E+12,2.61336E+12,3.0783E+12,3.53453E+12,3.28603E+12,4.10621E+12,4.75416E+12,4.65689E+12,4.76457E+12,4.76394E+12
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882525,4222962985,5443915128,5832915377,7181441152,8283218734,9359185244,11189514292,11771725798
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497337,5545921821,7535259914,9599127189,11718795352,13690217121,15751867489,17247179483,17391056437,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800019.1,529064645.6,515000000.7,535999999.4,408999999.5,467000000.6,542000000.6,604028929.6,739027160.8,850040458.8,1155145665,1292697080,1537753174,1733827746,1945491846,2026939595
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31992732972,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251534530,35975860857,38270954138,34112319439,20481889764,26265625000,33122307692,47334697754,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65509594212,41119144923
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588886.4,154503701,197088885.4,189166663.3,225777773.8,242385180.9,273977772.9,311511105.6,397192585.6,431470362.8,477996287.9,492029620.9,517566657.5,560811101.2,566370360.4,604411100.4,657529581,692507395.2,780895356.6,738755098.1,741966023.9,805836689.5,885242280.7,935463222.2,1059656444,1143477000,1171371519,1176607815,1244297407,1289531852,1302666704,1335764111,1365426556
Latin America & Caribbean (all income levels),LCN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,5.12199E+11,6.5474E+11,7.6886E+11,9.80972E+11,1.13799E+12,1.00641E+12,9.81468E+11,9.51858E+11,9.63894E+11,9.05438E+11,9.30612E+11,9.02542E+11,1.00335E+12,1.16729E+12,1.24026E+12,1.34434E+12,1.56113E+12,1.79232E+12,1.91095E+12,2.05974E+12,2.25441E+12,2.27118E+12,2.05083E+12,2.26501E+12,2.20582E+12,1.98253E+12,2.03995E+12,2.37013E+12,2.86944E+12,3.36806E+12,3.9775E+12,4.62157E+12,4.34521E+12,5.37515E+12,6.09124E+12,6.12538E+12,6.25903E+12,6.29837E+12
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,1.06441E+11,1.04694E+11,1.00446E+11,1.04148E+11,1.16837E+11,1.26984E+11,1.40365E+11,1.41524E+11,1.45802E+11,1.50477E+11,1.53676E+11,1.36162E+11,1.35126E+11,1.3059E+11,1.48967E+11,1.64794E+11,1.74443E+11,1.75123E+11,1.76427E+11,2.01202E+11,1.93774E+11,2.09021E+11,2.34469E+11,2.72142E+11,3.22276E+11,3.7566E+11,4.61062E+11,5.67738E+11,5.65428E+11,6.31339E+11,7.13535E+11,7.56082E+11,7.97875E+11,8.67877E+11
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86308194188,85211139123,89855902314,91929045210,80193734369,76640509779,70500697126,81288884017,90816781391,94113844797,94111625815,93451800421,1.0961E+11,98542819851,1.05663E+11,1.15206E+11,1.30805E+11,1.51951E+11,1.69812E+11,2.03942E+11,2.45827E+11,2.57832E+11,2.79295E+11,3.13322E+11,3.42669E+11,3.68755E+11,3.97409E+11
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.84,104889791,124940289.3,165928864.3,193980464.9,246389070.4,272489336.4,303493119.5,436912067.8,503173104.4,534699257.6,511647836.1,522096760.3,524023707.3,502620921.3,529073612.5,779357945.5,1052849229,1161757671,1119983801,1421508879,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1419629937,1454342122,1458609630,1241387714,1321840723,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224409,17102623876,18881765437,20662525941,24406264194,28279802452,32350238664,40713826320,42066223972,49565557439,59180578839,59391495533,67206129445,74941183242
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,92387600693,98503481333,1.0131E+11,1.12567E+11,1.27227E+11,1.36609E+11,1.23237E+11,1.31495E+11,1.40918E+11,1.57316E+11,1.73433E+11,1.79996E+11,1.91439E+11,2.2825E+11,2.92694E+11,3.24568E+11,3.51797E+11,4.02763E+11,4.52347E+11,5.13703E+11,6.3909E+11,6.75689E+11,6.79219E+11,6.63323E+11,6.59476E+11,6.93547E+11,7.20356E+11,7.93917E+11,8.32447E+11,8.44361E+11,9.06337E+11,8.70737E+11,9.1144E+11,9.12526E+11,9.90776E+11,1.11163E+12,1.21999E+12,1.25985E+12,1.1377E+12,1.23584E+12,1.30729E+12,1.32198E+12,1.41824E+12,1.62352E+12,1.85533E+12,2.13459E+12,2.5319E+12,3.11714E+12,3.46834E+12,3.56797E+12,4.52115E+12,5.05516E+12,5.25753E+12,5.46283E+12,5.78029E+12
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2.72344E+11,2.60112E+11,2.64067E+11,2.89457E+11,3.29507E+11,3.64761E+11,3.74575E+11,3.89288E+11,4.06136E+11,4.51752E+11,4.99159E+11,5.3206E+11,5.92535E+11,7.33493E+11,9.20225E+11,1.04757E+12,1.11247E+12,1.24454E+12,1.34322E+12,1.61947E+12,1.93472E+12,2.0732E+12,2.02142E+12,2.04405E+12,2.13709E+12,2.24475E+12,2.27875E+12,2.34989E+12,2.38076E+12,2.6223E+12,2.94864E+12,2.94014E+12,3.09812E+12,3.36735E+12,3.74112E+12,4.2497E+12,4.69394E+12,4.95899E+12,4.89882E+12,4.84727E+12,5.26367E+12,5.27896E+12,5.5557E+12,6.23275E+12,7.2824E+12,8.59284E+12,1.01382E+13,1.24955E+13,1.48237E+13,1.48769E+13,1.81308E+13,2.12827E+13,2.24968E+13,2.39231E+13,2.49968E+13
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,326947872.5,355443856,302989222.5,247678018.6,290590809.6,369351669.9,429733890.5,451443169.3,544583156.2,608771230.9,720546984.6,721608470.8,755041117.5,859088528,815946782,859809027.8,819420074.9,801538587.4,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368346474,1428852972,1597476793,1630672203,1711470585,2187417432,2523356489,2384023630,2147680335,2088021624
