Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22649483749,26126791384,30214930515,39739117789,47851049428,37439805733,37095840325,43485017710,42824489650,46403189419,48172242517
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1519080274,1582583574,1981669874,2719623266,3317419221,3254579357,3567502612,3948564997,4916869476,5748899285,6272865223,5266079965,4795779622,4714398422,4624965094,4769617501,6966588405,8670664506,9814042787,10459561835,13315910188,14415711754,16171016311,16594916045,18445864480,21729611385,21630488599,19460306721,20340186708,22267739186,21303021927,20998210291,23285902503,29095033860,34207847033,37024499440,41781206875,49210511908,54961915922,50144345652,52146754967,58952460384,56292381076,60130847624,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880992308,5985861104,6928629233,7587546969,8375152962,9872049657,10437907021,11521268953,12884073854,15267165505,17091424861,21620628835,30945808825,35671103521,26155123308,23868572609,28319399054,28545148936,30908761928,31920815648
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1021654719,1016585687,1182693473,1222072820,1376075268,1786734515,2087122775,2478807842,2990180515,3464946372,4581185869,5280218135,5868546013,6560672254,6628525683,6674552882,6186475685,5916957025,6101794939,6514271488,7008026418,7926373569,10258324483,11792570021,14568709568,18054684847,20731022849,21313263942,28359706111,36634742814,42991910938,51313818756,55501532528
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154690,2025693488,2379611063,2657252510,2798345227,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014466120,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021694646,39734023758,37020609825,37724674865,40416114690,49822651702,56948015336,59523801936,65640092774,75223563590,88879527244,90907274329,90770208620,99210991483,95903875574,1.03915E+11,1.07005E+11
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3094567110,2319243407,2371812882,1702314343,1752995321,1695130492,1930071455,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988332510,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7944184930
Middle East (developing only),MDE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.1,699161943.9,739286906.8,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930407,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459294,3370842211,2977040884,3159901109,3995028429,3545776813,3738704582,3717515283,3877673635,4529575233,4397254715,5474030228,4363934417,5039292947,5515884434,7342923620,9413002737,8550363829,8729936136,9892702358,9919780222,10613473993,10593147527
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,884276170.9,910864151.8,1043403341,1202240024,1119806502,1474698126,1745998940,2117773601,2166330189,2332466301,2460699388,2534540871,2705145309,3032239478
Middle East & North Africa (all income levels),MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,32011124970,35655606550,39677245998,46386915791,56336580840,75782002834,1.3845E+11,1.51444E+11,1.8841E+11,2.17725E+11,2.32483E+11,3.05678E+11,3.97013E+11,4.11203E+11,4.08185E+11,4.10925E+11,4.16878E+11,4.22749E+11,4.31406E+11,4.01727E+11,3.98228E+11,4.11244E+11,5.38051E+11,5.38932E+11,5.86139E+11,5.90102E+11,6.13535E+11,6.98166E+11,7.87494E+11,8.1812E+11,7.96322E+11,8.5219E+11,9.52675E+11,9.52785E+11,9.48122E+11,1.06331E+12,1.23691E+12,1.48769E+12,1.75786E+12,2.0737E+12,2.58862E+12,2.31107E+12,2.68773E+12,3.25792E+12,3.49656E+12,3.55906E+12,3.49139E+12
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.02517E+11,1.3454E+11,1.94357E+11,2.50083E+11,1.73721E+11,1.48867E+11,1.75632E+11,1.84473E+11,1.2944E+11,1.40264E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.03963E+11,5.27319E+11,3.43793E+11,3.97404E+11,4.80555E+11,5.0201E+11,5.7946E+11,6.83648E+11,7.24704E+11,7.41559E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.6687E+11,1.04347E+12,1.10128E+12,8.94949E+11,1.05113E+12,1.17119E+12,1.18666E+12,1.26225E+12,1.28272E+12
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109.3,108702068,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137744500,143615000,150041700,152785100,152116100,163917000,172956700,184358700,190914600,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2.61793E+11,2.49241E+11,2.52767E+11,2.77334E+11,3.16565E+11,3.501E+11,3.58696E+11,3.72565E+11,3.89214E+11,4.33757E+11,4.80051E+11,5.11161E+11,5.7018E+11,7.07046E+11,8.89251E+11,1.0113E+12,1.07515E+12,1.20354E+12,1.29807E+12,1.56706E+12,1.87598E+12,2.01357E+12,1.95983E+12,1.98382E+12,2.07811E+12,2.18265E+12,2.21031E+12,2.2783E+12,2.30507E+12,2.54581E+12,2.8668E+12,2.85683E+12,3.02316E+12,3.29405E+12,3.67133E+12,4.16937E+12,4.6043E+12,4.8659E+12,4.80586E+12,4.755E+12,5.15637E+12,5.18129E+12,5.45116E+12,6.11846E+12,7.15228E+12,8.44145E+12,9.96799E+12,1.22906E+13,1.45771E+13,1.46187E+13,1.78497E+13,2.09667E+13,2.21517E+13,2.35519E+13,2.45973E+13
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744898,2316618515,2550194960,3381270267,4449375525,4422159848,3735312200,3571043203,3673288165,3772851459,3709636013,4018365768,4946296569,5682719260,6258602831,6861227018,8336475035,9909552356,9401736825,9407170388,10494626768,9745261301,10767438756,11323761624
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494477.8,343771973.3,339913866.6,359772315.1,430096741.9,486617279.4,563683703.2,538747340.8,830710613.9,939228016.2,1049838550,1222702572,1595422954,1787338106,1493651106,1327378900,1294458070,1311342831,1313685008,1678328288,1931545340,1947794155,2007784672,2421172497,2422840269,2852581755,2677966905,1762703059,2466160215,2619086428,2475185559,2596828336,2570429655,2422482318,2629739067,3342824260,4362439887,4874178417,5305317555,6122644015,7145394015,8737687353,8964480570,9422267260,10647545670,10340794110,11111650036,12074473002
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74690930782,58652241646,64330038665
Middle East & North Africa (developing only),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86134E+11,2.9243E+11,3.33116E+11,3.83081E+11,3.94989E+11,4.02257E+11,4.24188E+11,4.4099E+11,4.5345E+11,4.3885E+11,4.90171E+11,5.61595E+11,6.59016E+11,7.82098E+11,9.57518E+11,1.181E+12,1.14198E+12,1.31189E+12,1.55455E+12,1.65482E+12,1.62111E+12,1.52261E+12
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279598.3,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4111066225,4495496247,4045813953,4417255709,4583198885
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523471602,3414055663,4234999703,5623216610,4583850368,7189482030,10409797336,12292770631,12545217934,12015944337
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772977,3372771557,4458235595,5243439597,2353864265,2093393420,2314103720,2512109526,2748955274,1968901453,2027650518,2162771441,2246791389,3241719358,3810025426,4324474011,4536278938,4310090791,4075049538,4201332885,4666197195,5697991242,6578515331,7095918239,9115528844,11050262133,10718503687,10119169260,13197133578,14934374229,15457196860,16385584919
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,92609243.69,107726205.6,111148610.8,113797382.6,151897202.5,172767212.4,180340652.9,191221776.8,210695182.7,199643447.6,209348256,227051055.2,265009396.7,333731886.1,414772366,475916497.7,524407949.9,540635401.2,544424587.1,644070390.6,709041462.2,747994670.3,750214401.6,788371840.3,726937308.9,683193876.9,802890746.9,909820596.8,957377548.5,981529430.1,1019600785,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074859,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5123097509,4845165274,5057754939,5061180371
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,706988627.7,827093630.3,1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609836354,6385691315,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11442096506,11928055398,12616421088
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162960131,174580140.4,183120147.2,190820153.4,194740156.6,229460184.5,260400209.4,269812781.3,245160098.1,265800106.3,290520116.2,365389568.3,406084196.7,444302218.9,548618787.1,613196871.9,670309249.8,806265765.9,948983311.4,1058297671,1237662060,1237686964,1180094064,1223225022,1208026079,1131349990,1183671790,1183071363,1379923810,1590201654,1880784190,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,2665158943,2424656666,2625127098,2754995877,3116790613,3647816870,4276769473,5030641493,5398615401,5627896279,4240491999,3883521175,4258033615
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2441020468,2422724549,2543810842,2708474902,2899751380,3187851289,3392767700,3515850950,3667209758,4050763024,4276665304,4514334695,5364357962,8150688748,10100863613,9890359255,11753574881,13975278632,16658322510,21602645107,24937045130,25463038402,27287163557,30682563382,34565849233,31772244232,28243102990,32181695704,35271882054,38848565893,44023808155,49133851465,59151684070,66894448025,74481194985,88832454525,1.00851E+11,1.00169E+11,72175568255,79148158936,93789473684,92783947368,1.00846E+11,1.10202E+11,1.2475E+11,1.43534E+11,1.62692E+11,1.93549E+11,2.30812E+11,2.02257E+11,2.47534E+11,2.89327E+11,3.04957E+11,3.13158E+11,3.26933E+11
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.84478E+11,6.04157E+11,6.47173E+11,6.83354E+11,7.34791E+11,7.97724E+11,8.75493E+11,9.26624E+11,1.01341E+12,1.09795E+12,1.16383E+12,1.2671E+12,1.3956E+12,1.55993E+12,1.7093E+12,1.86283E+12,2.08424E+12,2.29769E+12,2.57535E+12,2.87536E+12,3.13656E+12,3.51744E+12,3.65923E+12,3.97935E+12,4.39556E+12,4.71074E+12,4.96698E+12,5.30054E+12,5.76006E+12,6.22284E+12,6.57319E+12,6.78394E+12,7.13113E+12,7.45536E+12,7.88662E+12,8.26811E+12,8.72985E+12,9.26245E+12,9.72373E+12,1.03383E+13,1.10277E+13,1.13582E+13,1.1734E+13,1.24026E+13,1.32978E+13,1.42627E+13,1.51721E+13,1.59414E+13,1.62673E+13,1.57954E+13,1.65841E+13,1.73123E+13,1.80014E+13,1.86126E+13,1.92114E+13
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2434779478,2259233333,2128058580,2308102954,1960596973,1615794946,1816728871,2310417135,2506590439,2547362838,2804357081,3012725712,3448309730,3218434944,3636647702,3942494510,3945295658,4102682849,3826538590,3818964345,3908645560,3546791604,3361236317,4931280096,6606866457,7261301442,7978734402,8740726985,8462019791,8875244805,11273248976,12411220518,13020182473,12932205891,13429503285
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526872.6,485785231.7,531736599.9,586294879.5,582816396.2,673383510.2,702296079.9,665586872.8,641214226.8,625867984.4,649916621.2,693573704.4,742779659.5,946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986143,2344987608,1606581744,1563207237,1880803264,1987770781,1845599696,2076737446,2018193598,1798374533,1945327546,2170481498,2731416281,3052898686,3405134555,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7683045043,8168695870
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196174325,4467287705,4909398970,5165590037,5552931086,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921681,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996029,44138014092,59116868251,67655840108,87845403978,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.60954E+11,5.14965E+11,5.68508E+11
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,227223322.1,244144236.7,269283803.7,297324163.1,347119918.2,564290020.4,607140010.5,657140010.8,692859984.6,750000002.9,778569938.9,828569953.5,878570045.4,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454281,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322437645,5795568205,6321324455,6786294616,7458103363,8491388728,8380731876,8741313143,9755619761,10460339389,10850733052,11805641287
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37530224630,43837969925,53797033782,70646460665,85792933847,98582781457,1.07354E+11,1.24905E+11,1.53268E+11,1.76682E+11,1.91908E+11,1.61405E+11,1.55845E+11,1.50894E+11,1.4152E+11,1.41454E+11,1.97523E+11,2.40972E+11,2.57556E+11,2.54042E+11,3.13038E+11,3.22055E+11,3.56928E+11,3.47672E+11,3.72827E+11,4.44782E+11,4.42599E+11,4.09785E+11,4.31174E+11,4.39937E+11,4.13397E+11,4.26091E+11,4.64479E+11,5.70918E+11,6.46042E+11,6.72374E+11,7.19413E+11,8.33191E+11,9.31293E+11,8.58086E+11,8.3644E+11,8.93702E+11,8.23139E+11,8.53539E+11,8.69508E+11
High income: nonOECD,NOC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,4.97796E+11,6.19171E+11,7.59152E+11,9.96974E+11,1.08217E+12,1.03697E+12,1.024E+12,9.45085E+11,9.44389E+11,9.73047E+11,1.04861E+12,1.18255E+12,1.17484E+12,1.32767E+12,1.42945E+12,1.51404E+12,1.53923E+12,1.58578E+12,1.68604E+12,1.76616E+12,1.87474E+12,1.68324E+12,1.65697E+12,1.85857E+12,1.85639E+12,1.72769E+12,1.92555E+12,2.35538E+12,2.83562E+12,3.35759E+12,4.02888E+12,4.90191E+12,4.13423E+12,4.90607E+12,5.76367E+12,6.17495E+12,6.36982E+12,6.25978E+12
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.52027E+11,1.63518E+11,1.61354E+11,1.54165E+11,1.62286E+11,1.71316E+11,1.74003E+11,1.95418E+11,2.28752E+11,2.64357E+11,3.08722E+11,3.45425E+11,4.00884E+11,4.61947E+11,3.86384E+11,4.28525E+11,4.98157E+11,5.09705E+11,5.22349E+11,5.00103E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334416.8,531959564.6,574091104.4,496948970.4,496098775.3,735267086.3,906811948.8,841974030.1,772230299.8,788641965.4,865975308.6,882765471.6,1024098805,972103599.7,1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19244245405,19636186469
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7911252164,9567209528,12802560178,13941533370,12861870341,13604637568,15446924064,18530936455,20730842432,23244740398,24417367413,24164603059,24309148265,21665819766,24679948849,30604773975,40376354070,45176553945,43920222525,45495189147,42745386000,41649883028,46775565511,55314488064,63918437832,70141112807,66075080376,56227275120,58762364420,52623106310,53872593337,66711715708,88360999145,1.04072E+11,1.15061E+11,1.11437E+11,1.36776E+11,1.31935E+11,1.20467E+11,1.45288E+11,1.6614E+11,1.74445E+11,1.88385E+11,
High income: OECD,OEC,GDP (current US$),NY.GDP.MKTP.CD,1.04401E+12,1.10436E+12,1.19208E+12,1.28278E+12,1.4003E+12,1.52068E+12,1.66804E+12,1.78868E+12,1.93715E+12,2.12539E+12,2.33377E+12,2.5872E+12,3.00003E+12,3.62162E+12,4.04204E+12,4.51776E+12,4.90068E+12,5.54274E+12,6.65543E+12,7.6582E+12,8.48512E+12,8.58375E+12,8.53369E+12,8.85198E+12,9.24118E+12,9.74428E+12,1.1909E+13,1.37928E+13,1.55428E+13,1.62416E+13,1.82625E+13,1.92882E+13,2.07133E+13,2.08602E+13,2.23422E+13,2.46835E+13,2.48234E+13,2.43646E+13,2.44941E+13,2.57216E+13,2.61511E+13,2.59412E+13,2.70698E+13,3.04209E+13,3.38252E+13,3.56089E+13,3.74848E+13,4.09441E+13,4.32893E+13,4.07215E+13,4.24986E+13,4.55886E+13,4.5443E+13,4.59085E+13,4.66738E+13
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.07136E+12,1.12613E+12,1.2158E+12,1.30977E+12,1.43138E+12,1.55426E+12,1.70645E+12,1.83096E+12,1.98421E+12,2.17765E+12,2.38612E+12,2.64227E+12,3.06523E+12,3.70217E+12,4.1495E+12,4.65058E+12,5.04109E+12,5.68294E+12,6.82271E+12,7.88239E+12,8.7489E+12,8.90602E+12,8.77236E+12,9.06261E+12,9.47704E+12,9.99627E+12,1.21136E+13,1.40194E+13,1.58161E+13,1.65714E+13,1.86759E+13,1.97538E+13,2.12361E+13,2.15448E+13,2.30004E+13,2.51968E+13,2.54023E+13,2.5035E+13,2.52654E+13,2.65508E+13,2.71013E+13,2.68619E+13,2.80439E+13,3.14371E+13,3.49876E+13,3.69582E+13,3.89825E+13,4.26348E+13,4.51209E+13,4.2231E+13,4.42809E+13,4.75346E+13,4.74185E+13,4.7994E+13,4.87553E+13
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,44234653.98,45634484.8,56273199.05,59912759.18,61872522.33,63279972.92,67759971,107151835.4,188879844.4,239999802.2,256319788.8,301014925.6,366883548.3,483066990.6,1645917729,2096699129,2560219961,2741169869,2740301310,3733352527,5981760105,7259119940,7554719237,7932541461,8821443151,10005645420,7324167369,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,11816454046,11250842435,10564994168,10773536165,10471748057,9679948236,10990190434,12993724539,15153142770,16208422378,20461235347,20999156397,22711924525,21570290747,22223774514,25109709607,26516931940,26722827127,25132515869,26595102038,28241951297,28215304478,28976967183,37208016479,46234617396,54106103048,57625063814,67422201169,79525196645,68919775847,80790527328,96130502181,96189400523,96147048725,97543663935
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3707055834,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77407E+11,2.13755E+11,2.24646E+11,2.32287E+11,2.46876E+11
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,46212600000
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,3333333333,3333333333,3333333333,3333333333,3333333333,3333333333,6666666667,6666666667,5000000000,5000000000,7500000000,7500000000,7500000000,10000000000,12500000000,17500000000,15000000000,15000000000,11875000000,15909090909,17586206897,21190476190,21142857143,16871165644,17118155620,16110000000,14840000000,20153333333,15030000000,21902935323,25710059903,33754327787,35180305886,34226387990,43691809738,51989657476,53975906967,56834214510,54534815230,49332958382,50980876641,51592179834,54437301561,59030478080,66694730478,74948136108,87862945391,1.02172E+11,1.21572E+11,1.21192E+11,1.48523E+11,1.70564E+11,1.92677E+11,2.02363E+11,2.02903E+11
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,6684685511,7257047664,4399815077,4875248024,5271360642,5784398844,6371486686,6809047606,7591602918,8408265260,6687223659,7408296129,8017418384,10082910556,13781190361,14893969267,17097658636,19648040087,22706283652,27502354633,32450398760,35646642122,37140164108,33212130837,31408478620,30734266456,29868363901,33195974360,37885485210,42575217419,44311595232,45417505304,52976363140,54368183869,64084543186,74119868200,82848194406,82344374403,72207022465,82995145604,81026294687,76261998621,81357657784,83908205713,91371236944,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.5024E+11,2.72067E+11,2.84582E+11
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,150074726.2,160739441.9,164169207.8,160537683.5,175741581.2,193525912.2,194499458.9,195669929.1,198980088.7,186821706,184324923.8,201223885.2,215815865.6,228567644.1,250625562.8
